product_id,product_name,category,sub_category,brand,unit_price,cost_price,supplier,stock_quantity,row_hash
PROD-0014,ElegantLine Sportswear Pick 579,Clothing,Sportswear,ElegantLine,51.49,20.6,"King, Tran and Dunlap",195,88be50153abc66a05462eca2955cc4fb
PROD-0015,ElegantLine Men's Wear Grow 214,Clothing,Men's Wear,ElegantLine,155.98,62.39,Graham-Chavez,328,029e04a19337521bcc925ce891051b11
PROD-0016,ElegantLine Kids Born 991,Clothing,Kids,ElegantLine,110.64,44.26,"Evans, Fowler and Lynch",467,957b69043dcafe15ac14ea4d6dd93b84
PROD-0017,TrendSet Women's Wear Start 643,Clothing,Women's Wear,TrendSet,101.69,40.68,George Group,488,6855d1593060ce4a98620bdab25a5f35
PROD-0018,UrbanStyle Men's Wear Article 346,Clothing,Men's Wear,UrbanStyle,204.39,81.76,"Arroyo, Miller and Tucker",122,5b2cfac5495f47e6e28ce3a9d760ff03
PROD-0019,ElegantLine Men's Wear May 662,Clothing,Men's Wear,ElegantLine,83.16,33.26,Baker PLC,337,4689519ce740a805fc7d4d245825869b
PROD-0020,ClassicFit Sportswear Road 305,Clothing,Sportswear,ClassicFit,295.96,118.38,"Collins, Carney and Santos",373,ad1efaf0616553da96f3bae9382c14a9
PROD-0021,NaturalHome Garden Down 165,Home & Garden,Garden,NaturalHome,476.15,238.07,Smith-Spencer,126,924a0f3e0169efd81fc5d7a4efa4f6c6
PROD-0022,GardenPro Lighting Program 160,Home & Garden,Lighting,GardenPro,21.9,10.95,Jones Inc,362,0524b187ccdb372d22d7de88de6a2995
PROD-0023,HomeComfort Decor Relationship 597,Home & Garden,Decor,HomeComfort,540.3,270.15,Ryan Ltd,142,ba24d358d626728e94903257a4a99b99
PROD-0024,NaturalHome Lighting Material 926,Home & Garden,Lighting,NaturalHome,498.31,249.16,Lee-Davis,401,736d71ffdf7d45c5647bbf50dbee0e7f
PROD-0025,CozyLiving Garden Treat 846,Home & Garden,Garden,CozyLiving,447.52,223.76,Nunez Ltd,239,034f5788aee6a2fbc754b7fb6ebc70cd
PROD-0026,HomeComfort Furniture Such 982,Home & Garden,Furniture,HomeComfort,426.93,213.47,Wright and Sons,173,b22925d19fd979797847cc8ab501d715
PROD-0027,ModernSpace Lighting Family 573,Home & Garden,Lighting,ModernSpace,157.54,78.77,Baxter Inc,93,792bab7394b851e0793739eb36570bb9
PROD-0028,NaturalHome Garden Now 956,Home & Garden,Garden,NaturalHome,114.6,57.3,Novak and Sons,333,b8d96713a9d81db3ab465dbe615c4354
PROD-0029,ModernSpace Kitchen Treatment 510,Home & Garden,Kitchen,ModernSpace,511.61,255.81,Martin Inc,109,9fe0c8577cbf03e372f1bf3e955ce49a
PROD-0030,CozyLiving Garden Land 813,Home & Garden,Garden,CozyLiving,962.58,481.29,"Cowan, Peters and Higgins",146,c963b5a2367611dafd7711f655651760
PROD-0031,KnowledgeBase Non-Fiction Article 693,Books & Media,Non-Fiction,KnowledgeBase,41.27,14.44,"Daniels, Adkins and Brown",495,62c8841a5cb44d73d038ca7902e55387
PROD-0032,LearnPro Digital Art 620,Books & Media,Digital,LearnPro,68.67,24.03,York Inc,80,57a399874810f17079b30dedd6b6c628
PROD-0033,PageTurner Digital Year 683,Books & Media,Digital,PageTurner,34.51,12.08,Riley Inc,61,ec96edaa3faec58d110a04313bb55343
PROD-0034,PageTurner Digital Other 635,Books & Media,Digital,PageTurner,57.84,20.24,Donovan-Harris,298,38918828b09bb12470dd76aecf831c7f
PROD-0035,KnowledgeBase Educational Remain 760,Books & Media,Educational,KnowledgeBase,37.5,13.12,Bryant-Hickman,67,87e82c34e44664cc7bc5d58658648a92
PROD-0036,PageTurner Fiction Black 175,Books & Media,Fiction,PageTurner,62.79,21.98,"Lewis, Baker and Mahoney",288,a4389b1330a48bbab6bfddeeb96f3fa5
PROD-0037,KnowledgeBase Fiction Left 953,Books & Media,Fiction,KnowledgeBase,51.36,17.98,"Warner, Carr and Archer",80,2f7a74555cecb493c4a37ce04df0e4d1
PROD-0038,PageTurner Digital Record 206,Books & Media,Digital,PageTurner,74.38,26.03,Baker Inc,477,9eafb08a97919984a3b69012a7c45080
PROD-0039,KnowledgeBase Digital Develop 834,Books & Media,Digital,KnowledgeBase,38.36,13.43,Harris-Walters,309,c84a6db70b6c5c6db37563db71d1416d
PROD-0040,MediaHub Educational Whatever 966,Books & Media,Educational,MediaHub,66.32,23.21,Davis Group,463,fcfee10fd04d2c6ff68133be71647ce4
PROD-0041,GlowUp Supplements Everybody 265,Health & Beauty,Supplements,GlowUp,156.5,70.42,"Ramos, Thornton and Hoffman",326,1a32d2217e59008b65446d539360834e
PROD-0042,GlowUp Skincare Also 954,Health & Beauty,Skincare,GlowUp,185.19,83.34,Aguilar-Hernandez,279,80da3a629e4055e3059ab65648717f8a
PROD-0043,GlowUp Haircare Worker 915,Health & Beauty,Haircare,GlowUp,87.46,39.36,Nolan and Sons,460,d88c9cddc11e9edddcfb3b71fceef117
PROD-0044,GlowUp Haircare Usually 995,Health & Beauty,Haircare,GlowUp,99.99,45.0,Dickson-Brady,286,b6c40206fa8f04804e15f9b6bd6ae822
PROD-0045,VitalLife Haircare Country 854,Health & Beauty,Haircare,VitalLife,54.52,24.53,Patton-Jenkins,12,fe86dea1410239248ef409b2844a113c
PROD-0046,PureCare Haircare Idea 993,Health & Beauty,Haircare,PureCare,49.89,22.45,Garrison and Sons,55,8b9263c9f16e3d73259d15c934041226
PROD-0047,FitWell Haircare Stuff 992,Health & Beauty,Haircare,FitWell,98.39,44.28,Walker Ltd,420,b6b96a55a90feb062e6f882ef93ee987
PROD-0048,FitWell Haircare Available 891,Health & Beauty,Haircare,FitWell,93.35,42.01,Bell-Hicks,442,21cda511be7d7cc239dbbde994bb34b8
PROD-0049,PureCare Personal Care Every 282,Health & Beauty,Personal Care,PureCare,16.14,7.26,"Estes, Baker and Rodriguez",449,754dbff7e258e9bd758ebe26bd968027
PROD-0050,PureCare Fitness Police 623,Health & Beauty,Fitness,PureCare,195.4,87.93,Cruz PLC,223,0e44d4dd35f893aedac6ca89f25fb4cb
