sale_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,discount_percent,sale_date,payment_method,store_location,row_hash
SALE-000015,CUST-00536,PROD-0049,PureCare Personal Care Every 282,Health & Beauty,10,16.14,161.4,30,2025-04-09T17:50:57.155442,Cash,"Dallas, TX",3a44414557566c4550fbd15fac03595e
SALE-000016,CUST-00509,PROD-0046,PureCare Haircare Idea 993,Health & Beauty,9,49.89,449.01,30,2025-10-19T11:52:33.818906,Bank Transfer,"San Antonio, TX",e3adca502543b416cf2f91cbf34c27d3
SALE-000017,CUST-00488,PROD-0048,FitWell Haircare Available 891,Health & Beauty,8,93.35,746.8,10,2025-11-18T21:07:53.053497,Debit Card,"Dallas, TX",f4f2f4a5ae47ed8a8951b558f3b57b31
SALE-000018,CUST-00492,PROD-0030,CozyLiving Garden Land 813,Home & Garden,2,962.58,1925.16,5,2025-09-25T03:25:11.392734,Cash,"Dallas, TX",eefb60dd6035e82d267238edfd7cb79b
SALE-000019,CUST-00087,PROD-0035,KnowledgeBase Educational Remain 760,Books & Media,10,37.5,375.0,5,2025-05-20T05:28:41.934986,Crypto,"Austin, TX",914ea7e0c78373399950316dfaa4905b
SALE-000020,CUST-00820,PROD-0011,ClassicFit Kids Who 758,Clothing,1,274.5,274.5,10,2025-03-02T07:16:51.542857,Debit Card,"New York, NY",25c4bd61c9924bb03dd70ce288b2f86f
SALE-000021,CUST-00282,PROD-0024,NaturalHome Lighting Material 926,Home & Garden,2,498.31,996.62,20,2024-08-28T22:22:25.890133,PayPal,Online Store,e56aabebafa034aa72ab1354e456810f
SALE-000022,CUST-00514,PROD-0027,ModernSpace Lighting Family 573,Home & Garden,9,157.54,1417.86,30,2025-10-23T18:41:13.730389,Crypto,Online Store,b3b8ab02924293eef6dc2d37b664477f
SALE-000023,CUST-00810,PROD-0030,CozyLiving Garden Land 813,Home & Garden,4,962.58,3850.32,10,2024-05-19T01:43:05.266389,Cash,"Austin, TX",ca2887265377e19fe71b99bd5a950ac0
SALE-000024,CUST-00032,PROD-0032,LearnPro Digital Art 620,Books & Media,10,68.67,686.7,25,2024-12-16T09:04:11.786874,PayPal,Online Store,0bd7481cdd871b99549b561469727ce9
SALE-000025,CUST-00694,PROD-0003,DigitalMax Audio List 703,Electronics,4,2281.53,9126.12,25,2025-06-03T01:49:55.937957,Credit Card,"Philadelphia, PA",b2103771716891fa227ed0cab9d7edb1
SALE-000026,CUST-00898,PROD-0032,LearnPro Digital Art 620,Books & Media,6,68.67,412.02,20,2024-10-25T07:16:47.419696,Debit Card,"San Jose, CA",e606bdd8b2ec75c58067680536a0e8ab
SALE-000027,CUST-00109,PROD-0050,PureCare Fitness Police 623,Health & Beauty,9,195.4,1758.6,25,2024-10-20T19:14:50.100776,Crypto,"San Antonio, TX",7586bd63fb656c86a15c2c96b6a12484
SALE-000028,CUST-00738,PROD-0009,ByteForce Laptops Hundred 376,Electronics,1,1051.2,1051.2,10,2025-12-15T00:02:49.555038,PayPal,"San Jose, CA",8cfedc413819ec132639457e53c38146
SALE-000029,CUST-00196,PROD-0050,PureCare Fitness Police 623,Health & Beauty,4,195.4,781.6,20,2024-07-08T15:26:37.517834,Credit Card,"Austin, TX",70a5db02f707bd837c47211c2f62c8d9
SALE-000030,CUST-00578,PROD-0021,NaturalHome Garden Down 165,Home & Garden,5,476.15,2380.75,0,2026-01-15T03:22:36.449012,Debit Card,"Dallas, TX",0e05ac0d9c7bfbf1cc1ad51d4f1f1f2f
SALE-000031,CUST-00322,PROD-0027,ModernSpace Lighting Family 573,Home & Garden,8,157.54,1260.32,0,2024-06-07T15:37:15.723550,Credit Card,Online Store,3241531bcae029b4b947affecce70fd4
SALE-000032,CUST-00480,PROD-0041,GlowUp Supplements Everybody 265,Health & Beauty,2,156.5,313.0,30,2024-11-11T14:08:40.041990,Bank Transfer,"Dallas, TX",d61a52e3e67ad7f44e1a6bda3e41574e
SALE-000033,CUST-00673,PROD-0018,UrbanStyle Men's Wear Article 346,Clothing,3,204.39,613.17,0,2025-07-11T20:46:50.994700,PayPal,"Philadelphia, PA",058757cacd7c73dee2c53456148b683a
SALE-000034,CUST-00699,PROD-0042,GlowUp Skincare Also 954,Health & Beauty,6,185.19,1111.14,25,2024-10-29T01:06:49.548422,Debit Card,"Austin, TX",edd40c88cab5a59b16ee329965ed368a
SALE-000035,CUST-00328,PROD-0018,UrbanStyle Men's Wear Article 346,Clothing,5,204.39,1021.95,30,2025-11-07T16:02:27.606737,Bank Transfer,"Dallas, TX",b5b5c6279ecac6afe2a3c5f6a7470885
SALE-000036,CUST-00726,PROD-0038,PageTurner Digital Record 206,Books & Media,7,74.38,520.66,15,2025-02-02T00:54:09.948093,Cash,"Dallas, TX",0e6ac50a501c4cc91c6b85b7a12ab831
SALE-000037,CUST-00551,PROD-0038,PageTurner Digital Record 206,Books & Media,3,74.38,223.14,25,2025-08-02T01:37:12.236242,Crypto,"Chicago, IL",abc2b986effd39ca7bf7e155e8ba96c3
SALE-000038,CUST-00999,PROD-0007,DigitalMax Smartphones Early 987,Electronics,1,1234.1,1234.1,25,2024-03-25T10:53:08.350244,Debit Card,"Austin, TX",451adfb2058568d98ca427afccfaea69
SALE-000039,CUST-00683,PROD-0001,TechPro Smartphones Chair 854,Electronics,5,1175.31,5876.55,0,2025-09-09T22:40:07.569746,Cash,"Phoenix, AZ",b17ee46f71298865f5655297fa8bd9a8
SALE-000040,CUST-00507,PROD-0049,PureCare Personal Care Every 282,Health & Beauty,2,16.14,32.28,0,2025-09-19T15:10:58.832550,PayPal,"San Antonio, TX",b825540c58698731405544065401f82a
SALE-000041,CUST-00109,PROD-0045,VitalLife Haircare Country 854,Health & Beauty,8,54.52,436.16,10,2025-06-28T15:10:14.869673,Cash,Online Store,3a9605e4ab2eac3c2ef37f53ba7dda59
SALE-000042,CUST-00016,PROD-0018,UrbanStyle Men's Wear Article 346,Clothing,2,204.39,408.78,0,2026-01-22T00:19:49.546231,PayPal,"Dallas, TX",9b18aaaa45013dcef2294ebcc2192c86
SALE-000043,CUST-00438,PROD-0027,ModernSpace Lighting Family 573,Home & Garden,8,157.54,1260.32,0,2025-03-13T08:40:10.103940,PayPal,"Phoenix, AZ",44719f6ed00272cc2e115705fc4967d2
SALE-000044,CUST-00153,PROD-0028,NaturalHome Garden Now 956,Home & Garden,3,114.6,343.8,30,2024-09-26T17:40:26.222644,Bank Transfer,"New York, NY",43f69f699c32eee912f1b66750189399
SALE-000045,CUST-00713,PROD-0017,TrendSet Women's Wear Start 643,Clothing,10,101.69,1016.9,20,2024-12-24T21:59:04.095047,Credit Card,"Los Angeles, CA",838a4ec055e8120ba32e362c1d140bfc
SALE-000046,CUST-00825,PROD-0002,ByteForce Smartphones Better 323,Electronics,2,1777.4,3554.8,20,2025-01-29T12:46:59.013775,Credit Card,"Houston, TX",45c1a25e7ee7f9901f1810a3ec140401
SALE-000047,CUST-00249,PROD-0011,ClassicFit Kids Who 758,Clothing,6,274.5,1647.0,15,2025-09-15T10:40:26.526893,Crypto,"Phoenix, AZ",e76230e4f1498f3561f269b3d724f45e
SALE-000048,CUST-00676,PROD-0019,ElegantLine Men's Wear May 662,Clothing,4,83.16,332.64,30,2025-08-30T11:46:32.636799,Bank Transfer,"Houston, TX",06a5be8c32603e0ebd1ea5a490b47795
SALE-000049,CUST-00138,PROD-0020,ClassicFit Sportswear Road 305,Clothing,7,295.96,2071.72,25,2024-12-31T06:47:52.897823,Cash,"San Jose, CA",c69506aaa7a11c99b12169cba04f6067
SALE-000050,CUST-00629,PROD-0031,KnowledgeBase Non-Fiction Article 693,Books & Media,5,41.27,206.35,20,2025-10-10T19:29:56.623224,Crypto,"New York, NY",09e919d2ed432ce8b53a68add7aaeb33
SALE-000051,CUST-00773,PROD-0014,ElegantLine Sportswear Pick 579,Clothing,1,51.49,51.49,10,2025-10-01T04:14:46.657712,Debit Card,"Dallas, TX",4d7861575efb660cb9b6361539a519b0
SALE-000052,CUST-00104,PROD-0030,CozyLiving Garden Land 813,Home & Garden,8,962.58,7700.64,20,2025-05-05T16:11:54.685447,Crypto,"Dallas, TX",12c78aae17ece2e69aa6e03a83cc4cc5
SALE-000053,CUST-00956,PROD-0038,PageTurner Digital Record 206,Books & Media,10,74.38,743.8,5,2024-09-03T22:17:31.790619,Cash,"Chicago, IL",df049f9a15f4723d5becad2a7e608f60
SALE-000054,CUST-00291,PROD-0030,CozyLiving Garden Land 813,Home & Garden,1,962.58,962.58,10,2025-11-11T19:09:43.398506,Credit Card,"Los Angeles, CA",dcae44fba30217062ea8cf9b0f8950e0
SALE-000055,CUST-00952,PROD-0044,GlowUp Haircare Usually 995,Health & Beauty,4,99.99,399.96,0,2024-05-04T07:08:55.290351,Bank Transfer,"Phoenix, AZ",3621c6332b14e006966022fb2644b90c
SALE-000056,CUST-00251,PROD-0009,ByteForce Laptops Hundred 376,Electronics,4,1051.2,4204.8,0,2025-10-12T20:20:32.102586,PayPal,Online Store,c3c1c70a7e4133731ac551607d014d86
SALE-000057,CUST-00389,PROD-0024,NaturalHome Lighting Material 926,Home & Garden,2,498.31,996.62,20,2025-09-23T04:13:07.371616,Debit Card,"San Diego, CA",0990ffdabefba69843ebbfa6f10d0e46
SALE-000058,CUST-00377,PROD-0039,KnowledgeBase Digital Develop 834,Books & Media,2,38.36,76.72,30,2025-02-06T21:24:27.444793,Credit Card,"Houston, TX",5623446b01610b5c8d689b4a3e20c664
SALE-000059,CUST-00278,PROD-0016,ElegantLine Kids Born 991,Clothing,8,110.64,885.12,10,2024-07-19T16:20:53.558446,Debit Card,"Philadelphia, PA",8e028114ec930fe4c046cd1dabb6a0f1
SALE-000060,CUST-00910,PROD-0025,CozyLiving Garden Treat 846,Home & Garden,8,447.52,3580.16,10,2024-03-17T21:10:33.326730,Crypto,"Philadelphia, PA",4322c100a0674e51368b567792ecfad0
SALE-000061,CUST-00216,PROD-0025,CozyLiving Garden Treat 846,Home & Garden,3,447.52,1342.56,10,2024-05-02T22:58:45.781507,Crypto,"Austin, TX",2dd1cd972edf3fca0c25a0587c73a7e8
SALE-000062,CUST-00159,PROD-0014,ElegantLine Sportswear Pick 579,Clothing,2,51.49,102.98,0,2025-10-18T08:39:38.573282,PayPal,"Los Angeles, CA",ec4d5bd2fb75b1458feecfd798a84217
SALE-000063,CUST-00653,PROD-0005,SmartWave Tablets Machine 649,Electronics,2,1132.5,2265.0,20,2025-10-28T20:12:26.009567,Credit Card,"Austin, TX",1edb918c8a7583c3b363864d06be3f60
SALE-000064,CUST-00141,PROD-0002,ByteForce Smartphones Better 323,Electronics,7,1777.4,12441.8,0,2025-02-17T05:50:27.588597,Debit Card,Online Store,32d644c518c8e9846e4f6a23053c364a
SALE-000065,CUST-00412,PROD-0042,GlowUp Skincare Also 954,Health & Beauty,10,185.19,1851.9,5,2024-04-04T17:21:34.206481,Credit Card,"Philadelphia, PA",80996b5b81d93318eb4373d962e5aab2
SALE-000066,CUST-00893,PROD-0009,ByteForce Laptops Hundred 376,Electronics,3,1051.2,3153.6,0,2026-02-09T10:14:19.193562,PayPal,"Phoenix, AZ",7637ab9c943d8cd6f066e27e6a33cdce
SALE-000067,CUST-00168,PROD-0042,GlowUp Skincare Also 954,Health & Beauty,7,185.19,1296.33,30,2026-01-03T16:07:26.422220,Crypto,"Houston, TX",ee31ce2d9cd97e4849b98d3e61cc4de3
SALE-000068,CUST-00767,PROD-0049,PureCare Personal Care Every 282,Health & Beauty,6,16.14,96.84,30,2024-07-21T09:39:03.191993,PayPal,"Austin, TX",4e2261c3b18c3ccb067904f2aceec313
SALE-000069,CUST-00140,PROD-0021,NaturalHome Garden Down 165,Home & Garden,7,476.15,3333.05,0,2024-05-26T12:57:59.149007,Bank Transfer,"Los Angeles, CA",288d6334423ea0138e03ee64f52e91d6
SALE-000070,CUST-00987,PROD-0044,GlowUp Haircare Usually 995,Health & Beauty,6,99.99,599.94,25,2025-09-06T14:21:24.884789,Cash,Online Store,471f2c4f3219cd13321d3b3770d0296a
SALE-000071,CUST-00626,PROD-0020,ClassicFit Sportswear Road 305,Clothing,5,295.96,1479.8,25,2024-06-08T16:06:15.746256,Crypto,"Los Angeles, CA",6d40782e460115c416474bc472e9dafe
SALE-000072,CUST-00547,PROD-0018,UrbanStyle Men's Wear Article 346,Clothing,6,204.39,1226.34,10,2024-07-28T07:59:12.563927,PayPal,"Dallas, TX",f195efee71a6140b64276d3bd4e220f7
SALE-000073,CUST-00995,PROD-0010,DigitalMax Smartphones Executive 167,Electronics,7,180.4,1262.8,20,2024-05-29T03:21:30.117863,Crypto,"San Jose, CA",19a4e196642f9a88179828a50e4b8273
SALE-000074,CUST-00378,PROD-0004,ElectraPrime Laptops Dinner 881,Electronics,9,1442.35,12981.15,0,2024-09-10T04:52:59.193656,Cash,"San Jose, CA",46d6a9116f5c869393c2afd486ea5f60
SALE-000075,CUST-00837,PROD-0043,GlowUp Haircare Worker 915,Health & Beauty,5,87.46,437.3,0,2024-07-08T20:12:53.847517,Debit Card,"Chicago, IL",f1523f5f01f5795041bcb39137ced10c
SALE-000076,CUST-00200,PROD-0023,HomeComfort Decor Relationship 597,Home & Garden,9,540.3,4862.7,10,2025-05-04T11:27:34.403984,PayPal,"Dallas, TX",4a3a5d0e7e57608d729555ce58867146
SALE-000077,CUST-00058,PROD-0045,VitalLife Haircare Country 854,Health & Beauty,4,54.52,218.08,25,2025-08-17T09:49:24.093038,Crypto,"Philadelphia, PA",6ab3d961b7fff00e35d5c81ca12afb18
SALE-000078,CUST-00897,PROD-0042,GlowUp Skincare Also 954,Health & Beauty,3,185.19,555.57,20,2025-03-10T11:30:21.601938,PayPal,"New York, NY",37fd7750a882496d89962f73ef4d938f
SALE-000079,CUST-00949,PROD-0032,LearnPro Digital Art 620,Books & Media,6,68.67,412.02,0,2025-11-24T18:57:54.685282,Crypto,"Austin, TX",afa525e8ef978f02c94a73f4fa4662bf
SALE-000080,CUST-00521,PROD-0006,ByteForce Smartphones Value 982,Electronics,10,1249.8,12498.0,25,2025-12-01T20:20:28.950171,Crypto,"San Diego, CA",169a2e8ccd37bb95dd7b6c68cb2f76b1
SALE-000081,CUST-00828,PROD-0014,ElegantLine Sportswear Pick 579,Clothing,6,51.49,308.94,10,2025-09-24T01:37:27.895515,PayPal,"Chicago, IL",fb5a572b5329c02ff4dfbd91dfc6834e
SALE-000082,CUST-00367,PROD-0012,ElegantLine Formal Later 697,Clothing,5,153.95,769.75,25,2025-07-22T10:05:28.441429,Bank Transfer,"San Diego, CA",2eb9f2e9e61995a3ce8dcaa05d715536
SALE-000083,CUST-00495,PROD-0017,TrendSet Women's Wear Start 643,Clothing,5,101.69,508.45,30,2025-12-21T17:40:43.575917,Cash,"San Antonio, TX",5a9e570664dacad0825866d883091700
SALE-000084,CUST-00271,PROD-0038,PageTurner Digital Record 206,Books & Media,4,74.38,297.52,0,2024-10-06T19:09:50.751786,PayPal,"New York, NY",eecb10b34a488184090ad1b364f0f9c5
SALE-000085,CUST-00050,PROD-0028,NaturalHome Garden Now 956,Home & Garden,1,114.6,114.6,15,2025-04-16T07:35:37.822471,Cash,"Chicago, IL",ac9f9acccc714af20d0dcea1d63357ff
SALE-000086,CUST-00400,PROD-0020,ClassicFit Sportswear Road 305,Clothing,9,295.96,2663.64,15,2024-05-28T03:45:09.902102,Crypto,"Austin, TX",a06cf4cfdc467b58c20dff5e645c1908
SALE-000087,CUST-00469,PROD-0024,NaturalHome Lighting Material 926,Home & Garden,6,498.31,2989.86,30,2024-07-27T01:06:18.458613,Bank Transfer,"San Jose, CA",438f35cdd8b58f32ae142fa6c564a175
SALE-000088,CUST-00234,PROD-0036,PageTurner Fiction Black 175,Books & Media,6,62.79,376.74,25,2025-11-19T07:13:13.410304,Crypto,"San Antonio, TX",6ffd655855abd0045a829b95d1615293
SALE-000089,CUST-00022,PROD-0038,PageTurner Digital Record 206,Books & Media,2,74.38,148.76,5,2024-05-24T18:42:46.236454,PayPal,"New York, NY",6e3be99df52ec6b8327894301cf1e186
SALE-000090,CUST-00480,PROD-0011,ClassicFit Kids Who 758,Clothing,6,274.5,1647.0,10,2025-10-09T17:54:51.417459,PayPal,Online Store,adc5cc5e1edf743c6efbdbe00b65bcf5
SALE-000091,CUST-00203,PROD-0039,KnowledgeBase Digital Develop 834,Books & Media,7,38.36,268.52,0,2024-05-03T19:29:45.067025,Bank Transfer,"New York, NY",3702c2e33afd58fb6c3b07f1198f00b2
SALE-000092,CUST-00588,PROD-0040,MediaHub Educational Whatever 966,Books & Media,4,66.32,265.28,5,2025-11-02T13:06:36.554706,Crypto,"Phoenix, AZ",a42cba1e3c71153088b8291c10f7084a
SALE-000093,CUST-00480,PROD-0002,ByteForce Smartphones Better 323,Electronics,8,1777.4,14219.2,20,2024-06-09T21:07:00.381169,Debit Card,"Philadelphia, PA",58a7d7ab27245fe12fba13c1a3c0b8b3
SALE-000094,CUST-00685,PROD-0007,DigitalMax Smartphones Early 987,Electronics,8,1234.1,9872.8,10,2024-07-22T05:22:54.823612,Crypto,"San Antonio, TX",810c0fe23a8eb424431f35ae497a2c8e
SALE-000095,CUST-00793,PROD-0004,ElectraPrime Laptops Dinner 881,Electronics,4,1442.35,5769.4,5,2024-11-23T17:28:26.642435,Crypto,"Houston, TX",19d7c3e97c03526f42839a564329a188
SALE-000096,CUST-00768,PROD-0044,GlowUp Haircare Usually 995,Health & Beauty,10,99.99,999.9,10,2024-08-24T06:23:35.684711,Crypto,"San Jose, CA",7b1ebab0f0eb6be44bad933fb48e982b
SALE-000097,CUST-00521,PROD-0034,PageTurner Digital Other 635,Books & Media,5,57.84,289.2,10,2026-01-11T06:01:56.778556,Bank Transfer,"Dallas, TX",59317079989c8aae60cdf271605754b4
SALE-000098,CUST-00587,PROD-0023,HomeComfort Decor Relationship 597,Home & Garden,3,540.3,1620.9,25,2026-01-01T14:54:01.278554,Bank Transfer,"Los Angeles, CA",266439c7acdae652ae338bc9b201fe6c
SALE-000099,CUST-00806,PROD-0032,LearnPro Digital Art 620,Books & Media,10,68.67,686.7,10,2025-04-17T11:47:53.083982,Crypto,"Phoenix, AZ",35909bfe636f1f870b1133aa281f5de9
SALE-000100,CUST-00345,PROD-0020,ClassicFit Sportswear Road 305,Clothing,10,295.96,2959.6,25,2025-08-25T22:00:49.092498,PayPal,Online Store,c3656e55310f879f503c90fa6b416fae
SALE-000101,CUST-00639,PROD-0023,HomeComfort Decor Relationship 597,Home & Garden,8,540.3,4322.4,25,2025-03-02T14:12:28.134103,Credit Card,"Chicago, IL",c3ac7383b45e4cb650b0a684da5b6b12
SALE-000102,CUST-00460,PROD-0047,FitWell Haircare Stuff 992,Health & Beauty,4,98.39,393.56,25,2024-05-15T22:46:40.444638,Crypto,"Phoenix, AZ",d97027eca17f94390110d8c2dd4c9a02
SALE-000103,CUST-00698,PROD-0047,FitWell Haircare Stuff 992,Health & Beauty,3,98.39,295.17,15,2025-08-11T23:00:01.424202,Cash,"Houston, TX",dc51facbd882bfc1f71b89d021ee8a81
SALE-000104,CUST-00136,PROD-0010,DigitalMax Smartphones Executive 167,Electronics,5,180.4,902.0,0,2024-06-23T02:02:31.273782,Cash,"Houston, TX",065d15fdaa55f2e0fd1f0a29dc2bf115
SALE-000105,CUST-00404,PROD-0043,GlowUp Haircare Worker 915,Health & Beauty,3,87.46,262.38,15,2024-12-05T05:14:37.410585,Bank Transfer,"San Antonio, TX",57485c9e798e0aa6394ccd7802ac30e3
SALE-000106,CUST-00941,PROD-0018,UrbanStyle Men's Wear Article 346,Clothing,1,204.39,204.39,30,2025-06-26T21:55:51.237480,Credit Card,"Phoenix, AZ",512c9d336a5669039a98c1feb489e1c5
SALE-000107,CUST-00746,PROD-0025,CozyLiving Garden Treat 846,Home & Garden,6,447.52,2685.12,25,2024-11-19T23:11:23.236748,Credit Card,"Chicago, IL",aedca5f257a2b68d5f760e2059c0421b
SALE-000108,CUST-00566,PROD-0025,CozyLiving Garden Treat 846,Home & Garden,4,447.52,1790.08,20,2024-04-24T05:23:56.208882,Credit Card,"New York, NY",ec329fcc90356a735eace1c5fd43cda6
SALE-000109,CUST-00359,PROD-0001,TechPro Smartphones Chair 854,Electronics,3,1175.31,3525.93,25,2025-11-22T07:11:17.382680,Debit Card,"Dallas, TX",aa77e0528af9be2c65365df7b3f3cc9b
SALE-000110,CUST-00736,PROD-0039,KnowledgeBase Digital Develop 834,Books & Media,3,38.36,115.08,0,2025-02-08T11:56:53.028596,Crypto,"Phoenix, AZ",cceaea07249489fc97464900f1d05a88
SALE-000111,CUST-00696,PROD-0041,GlowUp Supplements Everybody 265,Health & Beauty,6,156.5,939.0,20,2024-11-12T14:32:33.725716,Cash,Online Store,2b9f67c0eea0f46ea838869e33c8515d
SALE-000112,CUST-00971,PROD-0009,ByteForce Laptops Hundred 376,Electronics,8,1051.2,8409.6,30,2026-01-06T10:42:18.472184,Bank Transfer,"San Diego, CA",eba0ae54d800ebbcb0d0c43ce1e2975b
SALE-000113,CUST-00494,PROD-0018,UrbanStyle Men's Wear Article 346,Clothing,3,204.39,613.17,5,2025-05-27T16:45:24.657391,PayPal,Online Store,7547229cae7aef274bc2efb7dc440c0d
SALE-000114,CUST-00272,PROD-0014,ElegantLine Sportswear Pick 579,Clothing,4,51.49,205.96,30,2025-06-06T18:42:30.825666,Bank Transfer,"Houston, TX",42721d23b23be221b8b4fd3e25762dfd
SALE-000115,CUST-00749,PROD-0009,ByteForce Laptops Hundred 376,Electronics,8,1051.2,8409.6,20,2026-01-29T22:07:14.080617,Cash,"San Antonio, TX",c124c2d3d2c72af6ef87052302dce061
SALE-000116,CUST-00789,PROD-0048,FitWell Haircare Available 891,Health & Beauty,10,93.35,933.5,5,2024-04-24T11:39:05.212600,PayPal,"Los Angeles, CA",88b3e39dd6da283d4287fc3ffb7f12ed
SALE-000117,CUST-00043,PROD-0001,TechPro Smartphones Chair 854,Electronics,3,1175.31,3525.93,15,2024-02-27T05:14:25.568471,Bank Transfer,"Chicago, IL",e95445b380c544eb93c1f838de12dfba
SALE-000118,CUST-00070,PROD-0017,TrendSet Women's Wear Start 643,Clothing,4,101.69,406.76,25,2025-05-28T22:23:17.748664,Crypto,"Dallas, TX",be49023ed0be6e54d15b60412822caae
SALE-000119,CUST-00395,PROD-0037,KnowledgeBase Fiction Left 953,Books & Media,7,51.36,359.52,30,2026-01-02T22:24:55.843016,PayPal,"Houston, TX",86e0afadc4c733d7ceac2fc47ea521f4
SALE-000120,CUST-00896,PROD-0032,LearnPro Digital Art 620,Books & Media,2,68.67,137.34,10,2025-12-16T12:26:56.199179,Bank Transfer,"Houston, TX",1d9d6a80848aa8058c197f23b97c868f
SALE-000121,CUST-00115,PROD-0002,ByteForce Smartphones Better 323,Electronics,6,1777.4,10664.4,5,2024-02-29T07:50:26.428818,Cash,"Dallas, TX",711f0892a29a1d29cc9ce35ed1bcd949
SALE-000122,CUST-00200,PROD-0005,SmartWave Tablets Machine 649,Electronics,9,1132.5,10192.5,15,2024-08-06T08:06:01.577410,Crypto,"San Jose, CA",0cf0a89667ea5e969909b42bc31a7ebf
SALE-000123,CUST-00371,PROD-0004,ElectraPrime Laptops Dinner 881,Electronics,8,1442.35,11538.8,20,2024-07-28T06:54:18.762020,Debit Card,"San Diego, CA",5d962d363c4729687cd49df8d8a834b2
SALE-000124,CUST-00461,PROD-0015,ElegantLine Men's Wear Grow 214,Clothing,2,155.98,311.96,5,2025-05-18T10:59:36.631950,Debit Card,"Phoenix, AZ",d17ce692642edbf8eea43973fd359ca7
SALE-000125,CUST-00964,PROD-0006,ByteForce Smartphones Value 982,Electronics,5,1249.8,6249.0,20,2024-10-31T11:08:23.204481,Debit Card,"Austin, TX",736586424b513094d49b545ad776c40e
SALE-000126,CUST-00707,PROD-0030,CozyLiving Garden Land 813,Home & Garden,6,962.58,5775.48,20,2025-06-06T21:20:19.339677,Crypto,"New York, NY",260a7ce7433dfbbdb4b3cdde9f85303b
SALE-000127,CUST-00539,PROD-0010,DigitalMax Smartphones Executive 167,Electronics,7,180.4,1262.8,20,2025-08-02T08:11:08.975373,Credit Card,"San Jose, CA",8f37523fda0ee18bc6e8eb1eeb6bdf69
SALE-000128,CUST-00061,PROD-0031,KnowledgeBase Non-Fiction Article 693,Books & Media,3,41.27,123.81,5,2024-03-17T06:53:00.816831,Crypto,"Austin, TX",e9e31300f1db83189ca7c15016ad0181
SALE-000129,CUST-00490,PROD-0006,ByteForce Smartphones Value 982,Electronics,3,1249.8,3749.4,30,2024-05-24T17:55:39.436871,Cash,"Phoenix, AZ",67beaab5f05c0372223d616f0051b75c
